key	en	vi	cs
srv_failed_to_update	failed to update	cập nhập không thành công	aktualizace selhala
srv_failed_to_upload	failed to upload	tải lên không thành công	nahrávání selhalo
srv_failed_unregister_local_device	Failed to unregister local device	Hủy đăng ký thiết bị cục bộ không thành công	Nezdařilo se odregistrovat lokální zařízení
srv_failed_update_daily_attendance	failed to update attendance	cập nhập điểm danh thất bại	aktualizace docházky selhala
srv_file_extension_not_allowed	File extension is not allowed	Đuôi của tệp không được cho phép	Přípona souboru není povolena
srv_file_uploaded	Files uploaded successfully	Tệp đã được tải lên thành công	Soubory úspěšně nahrány
srv_forbidden	Forbidden	Cấm	Zakázáno
srv_form_deleted	Form deleted	Biểu mẫu đã bị xóa	Formulář smazán
srv_form_draft_not_found	Form draft not found	Không tìm thấy bản nháp biểu mẫu	Koncept formuláře nenalezen
srv_form_not_found	Form not found	Không tìm thấy biểu mẫu	Formulář nenalezen
srv_form_reference_added	Form reference added	Tham chiếu đơn được thêm	Reference formuláře přidán
srv_form_reference_deleted	Form reference deleted	Tham chiếu đơn đã bị xóa	Reference formuláře smazána
srv_form_updated	Form updated	Đơn đã được cập nhập	Formulář aktualizován
srv_forms_exist	Forms exist	Các biểu mẫu đã tồn tại	Formuláře existují
srv_geolocation_not_supported	Geolocation is not supported	Geolocation không được hỗ trợ	Geolokace není podporována
srv_insufficient_privileges	insufficient privileges	quyền hạn không đủ	nedostatečná oprávnění
srv_invalid_action_request	Invalid action request	Yêu cầu hành động không hợp lệ	Neplatná žádost o akci
srv_invalid_address	Invalid address	Địa chỉ không hợp lệ	Neplatná adresa
srv_invalid_allowed_radius	Invalid allowed radius	Đường kính cho phép không hợp lệ	Neplatný povolený poloměr
srv_invalid_allowedOverTime	Invalid allowed overtime	Thời gian làm thêm không hợp lệ	Nesprávný povolený přesčas
srv_invalid_allowedOverTime_range	5 - 1440 Minutes	5 - 1440 phút	5 - 1440 minut
srv_invalid_answer	Invalid answer	Câu trả lời không hợp lệ	Nesprávná odpověď
srv_invalid_bank	Invalid bank	Ngân hàng không hợp lệ	Neplatná banka
srv_invalid_bank_account	Invalid bank account	Tài khoản ngân hàng không hợp lệ	Neplatný bankovní účet
srv_invalid_bank_id	invalid bank ID	ID ngân hàng không hợp lệ	neplatný ID banky
srv_invalid_bill	Invalid bill	Hóa đơn không hợp lệ	Neplatná faktura
srv_invalid_break_range	break must be between working hours	giờ nghỉ phải trong giờ làm việc	přestávka musí být mezi pracovní dobou
srv_invalid_business_name	invalid business name	tên công ty không hợp lệ	neplatné jméno společnosti
srv_invalid_business_type	invalid business type	thể loại kinh doanh không hợp lệ	neplatný typ obchodní činnosti
srv_invalid_city	Invalid city	Thành phố không hợp lệ	Neplatné město
srv_invalid_coordinates	invalid coordinates	tọa độ không hợp lệ	neplatné souřadnice
srv_invalid_country	Invalid country	Quốc gia không hợp lệ	Neplatná země
srv_invalid_credentials	Invalid credentials	Sai thông tin đăng nhập	Nesprávné přihlašovací údaje
srv_invalid_date	invalid date	ngày không hợp lệ	nesprávné datum
srv_invalid_device_count	Invalid device count	Số lượng thiết bị không hợp lệ	Neplatný počet zařízení
srv_invalid_duration	invalid duration	thời lượng không hợp lệ	neplatná doba trvání
srv_invalid_email	Invalid email	Email không hợp lệ	Neplatný email
srv_invalid_expiration	Invalid expiration	Ngày hết hạn không hợp lệ	Neplatná expirace
srv_invalid_exposure	Invalid exposure	Ngày hiệu lực không hợp lệ	Neplatný datum vystavení
srv_invalid_headers	Invalid headers	Đầu đề không hợp lệ	Neplatné záhlaví
srv_invalid_id	Invalid ID	ID không hợp lệ	Neplatné ID
srv_invalid_image_url	Invalid image URL	URL hình ảnh không hợp lệ	Nesprávný URL pro obrázek
srv_invalid_key	Invalid key	Khóa không hợp lệ	Neplatný klíč
srv_invalid_latitude	Invalid latitude	Vĩ độ	Neplatná zeměpisná šířka
srv_invalid_length	invalid length	độ dài không hợp lệ	neplatná délka
srv_invalid_local_device	invalid local device	Thiết bị cục bộ không hợp lệ	neplatné lokální zařízení
srv_invalid_longitude	Invalid longitude	Kinh độ	Neplatná zeměpisná délka
srv_invalid_max_allowedOverTime	Max 1440 minutes (24 hours)	Tối đa 1440 phút (24 giờ)	Nejvýše 1440 minut (24 hodin)
srv_invalid_merchant	Invalid merchant	Nhà bán buôn không hợp lệ	Neplatný obchodník
srv_invalid_min_allowedOverTime	Min. 5 minutes	Tối thiểu 5 phút	Nejméně 5 minut
srv_invalid_name	invalid name	tên không hợp lệ	neplatné jméno
srv_invalid_number	invalid number	số không hợp lệ	neplatné číslo
srv_invalid_overnight	Invalid overnight	Quá đêm không hợp lệ	Neplatná přenocování
srv_invalid_owner	Invalid owner	Chủ sở hữu không hợp lệ	Neplatný vlastník
srv_invalid_phone	Invalid telephone	Số điện thoại không hợp lệ	Neplatný telefon
srv_invalid_plans	Invalid plans	Kế hoạch không hợp lệ	Neplatné plány
srv_invalid_postal_code	invalid postal code must be 11000 or 110 00	mã bưu điện không hợp lệ, phải là 11000 hoặc 110 00	neplatný PSČ, musí být 11000 nebo 110 00
srv_invalid_provider	Invalid provider	Nhà cung cấp không hợp lệ	Neplatný poskytovatel
srv_invalid_quantity	invalid quantity	số lương không hợp lệ	neplatné množství
srv_invalid_question	Invalid question	Câu hỏi không hợp lệ	Nesprávná otázka
srv_invalid_recaptcha	Invalid reCAPTCHA	reCAPTCHA không hợp lệ	Neplatná reCAPTCHA
srv_invalid_recaptcha_request	Invalid reCAPTCHA request	Yêu cầu reCAPTCHA không hợp lệ	Neplatná žádost reCAPTCHA
srv_invalid_refid	Invalid refID	RefID không hợp lệ	Neplatné refID
srv_invalid_request	invalid request	yêu cầu không hợp lệ	nesprávný požadavek
srv_invalid_same_start_end_date	Start date cannot be the same as end date	Ngày bắt đầu không thể giống ngày kết thúc	Datum zahájení nemůže být stejné jako datum ukončení
srv_invalid_settings	Invalid settings	Cài đặt không hợp lệ	Neplatná nastavení
srv_invalid_shift	invalid shift	ca làm việc không hợp lệ	neplatná směna
srv_invalid_street	Invalid street	Đường không hợp lệ	Neplatná ulice
srv_invalid_terminal_type	invalid terminal type	loại máy trả thẻ không hợp lệ	neplatný typ platebního terminálu
srv_invalid_time	Invalid time	Thời gian không hợp lệ	Neplatný čas
srv_invalid_time_format	Invalid time format	Định dạng thời gian không hợp lệ	Neplatný formát času
srv_invalid_tin	invalid TIN	IČO không hợp lệ	neplatné IČO
srv_invalid_token	Invalid token or link expired	Mã token không hợp lệ hoặc đã hết hạn	Neplatný token nebo váš požadavek vypršel
srv_invalid_type	invalid type	loại không hợp lệ	neplatný typ
srv_invalid_url	Invalid URL	URL không hợp lệ	Nesprávný URL
srv_invalid_username	invalid username	tên đăng nhập không đúng	nesprávné uživatelské jméno
srv_invalid_vin	invalid VIN	DIČ không hợp lệ	neplatné DIČ
srv_invalid_year	Invalid year	Năm không hợp lệ	Neplatný rok
srv_invalid_zip	Invalid ZIP code	Mã bưu điện không hợp lệ	Neplatný PSČ
srv_is_confirmed	Is confirmed	Đã xác nhận	Je potvrzeno
srv_items_empty	items are empty	mục trống	položky jsou prázdné
srv_leads_imported	Leads imported	Khách hàng tiềm năng đã được nhập	Zákazníci importováni
srv_local_device_deleted	local device deleted	thiết bị cục bộ đã bị xóa	odstraněno místní zařízení
srv_location_not_found	Location not found	Không tìm thấy vị trí	lokace nenalezena
srv_location_required_to_make_attendance	location is required to make attendance	vị trí là bắt buộc để điểm danh	lokace je povinná pro zaznamenání docházky
srv_location_required_to_submit_break	location is required to submit tje break	địa điểm cần thiết để gửi đơn nghỉ	požadováno místo pro odeslání přestávky
srv_log_in_failed	Log in failed	Đăng nhập không thành công	Přihlášení se nezdařilo
srv_login_expired	login expired	đăng nhập hết hạn	přihlášení expirováno
srv_mail_send_failed	Mail send failed	Gửi thư không thành công	Odeslání e-mailu se nezdařilo
srv_mail_sent	Mail sent	Thư đã được gửi	E-mail odeslán
srv_max_ares_attempts	you have reached the maximum number of attempts. Write the data manually or start from the beginning.	bạn đã đạt đến số lần thử tối đa. Hãy viết dữ liệu theo cách thủ công hoặc bắt đầu lại từ đầu.	dosáhl(a) jste maximálního počtu pokusů. Napište data ručně nebo začněte od začátku.
srv_max_local_devices_reached	maximum number of local devices reached	số lượng thiết bị cục bộ tối đa đã đạt	maximální počet lokálních zařízení dosažen
srv_merchant_deleted	Merchant deleted	Thương gia đã bị xóa	Obchodník smazán
srv_merchant_not_found	Merchant not found	Không tìm thấy thương gia	Obchodník nenalezen
srv_message_sent	Message sent	Tin nhắn đã gửi	Zpráva odeslána
srv_missing	missing	thiếu	nenalezeno
srv_missing_aggregation	missing aggregation	thiếu tổng hợp	chybí agregace
srv_missing_attendance	missing attendance	thiếu dữ liệu điểm danh	není k dispozici docházka
srv_missing_date	missing date	thiếu ngày	chybí datum
srv_missing_form	missing form	thiếu đơn	chybí formulář
srv_missing_from_system	missing from system	không tìm thấy trong hệ thống	nenalezeno v systému
srv_missing_type	missing type	thiếu loại	chybí typ
srv_must_choose_store	you must choose a store	bạn phải chọn một cửa hàng	musíte vybrat provozovnu
srv_must_take_photo_of_documents	you must take photo of ID documents	quý khách phải chụp ảnh thẻ căn cước	musíte vyfotit doklady
srv_name_length	Name must not empty	Tên không được để trống	Jméno nesmí být prázdné
srv_name_max_length	Name must have at most 255 characters	Tên phải có tối đa 255 ký tự	Jméno může mít maximálně 255 znaků
srv_new_form_draft_deleted	New form draft deleted	Bản nháp biểu mẫu mới đã bị xóa	Koncept nového formuláře smazán
srv_new_form_draft_not_found	New form draft not found	Không tìm thấy bản nháp biểu mẫu mới	Koncept nového formuláře nenalezen
srv_no_biometric_hardware	biometric hardware not available	không có phần cứng hỗ trợ bảo mật trắc học	biometrický hardware není k dispozici
srv_no_biometric_supported	no biometric authentication methods supported	không có phương thức bảo mật trắc học được hỗ trợ	nejsou podporovány žádné biometrické autentizační metody
srv_no_content	No content	Không có nội dung	Žádný obsah
srv_no_data	No data	Không có dữ liệu	Žádná data
srv_no_faq	no FAQs	không có FAQs	nejsou žádné FAQs
srv_no_form_identity	No form identity	Không có danh tính biểu mẫu	
srv_no_installed	not installed	chưa được lắp đặt	není instalováno
srv_no_payment_terminal	no payment terminals	không có máy trả thẻ	není žádný platební terminál
srv_no_permission	No permission	Không có quyền truy cập	Bez oprávnění
srv_no_result_found	No result found	Không tìm thấy kết quả	Žádný výsledek nenašlo
srv_no_template_available	no template available	không có mẫu đơn sẵn	není k dispozici žádná šablona
srv_no_user_found	no user found	không tìm thấy người dùng	nebyl nalezen žádný uživatel
srv_no_whitespace	cannot have whitespace	không được có dấu cách	nesmí obsahovat mezery
srv_non_negative_number	non negative number	số không được âm	nezáporné číslo
srv_not_base64	Not Base64	Không phải Base64	Není Base64
srv_not_found	not found	không tìm thấy	nenalezeno
srv_not_included	not included	không được bao gồm	nezahrnuto
srv_outside_allowed_radius	you are outside allowed location	bạn đang ở ngoài vị trí cho phép	jste mimo povolené lokace
srv_outside_time	outside time	ngoài thời gian	mimo čas
srv_outside_working_hours	outside working hours	ngoài giờ làm việc	mimo pracovní dobu
srv_page_not_found	page not found	trang không tìm thấy	stránka nenalezena
srv_passsword_length	Password must have at least 8 characters	Mật khẩu phải có ít nhất 8 ký tự	Heslo musí mít alespoň 8 znaků
srv_password_length	Password must have at least 8 characters	Mật khẩu phải có ít nhất 8 ký tự	Heslo musí mít alespoň 8 znaků
srv_password_max_length	Password must have at most 255 characters	Mật khẩu phải có tối đa 255 ký tự	Heslo může mít maximálně 255 znaků
srv_password_min_length	Password must have at least 8 characters	Mật khẩu phải có ít nhất 8 ký tự	Heslo musí mít alespoň 8 znaků
srv_password_required	Password is required	Mật khẩu là bắt buộc	Heslo je povinné
srv_password_requirements	Password must have 8 characters, 1 uppercase, 1 lowercase and 1 number	Mật khẩu phải có ít nhất 8 ký tự, 1 chữ hoa, 1 chữ thường và 1 số	Heslo musí obsahovat alespoň 8 znaků, 1 velké, 1 malé písmeno a 1 číslici
srv_password_reset_failed	Password reset failed	Đặt lại mật khẩu không thành công	Obnovení hesla se nezdařilo
srv_password_reset_send_to_email	Password reset sent to email	Đặt lại mật khẩu gửi vào email	Obnovení hesla odesláno na email
srv_passwords_changed	passwords changed	mật khẩu đã đổi	heslo změněno
srv_passwords_not_match	Passwords do not match	Mật khẩu không khớp	Hesla se neshodují
srv_pause_already_finished	pause already finished	tạm dừng đã kết thúc	pozastavení již skončilo
srv_pause_finished_successfully	Pause finished successfully	kết thúc tạm dừng thành công	přerušení úspěšně ukončeno
srv_pause_not_found	shift pause not found	không tìm thấy tạm dừng ca	nenalezeno přerušení směny
srv_pause_started_successfully	Pause started successfully	bắt đầu tạm dừng thành công	přerušení úspěšně zahájeno
srv_pending_breaks	You have pending breaks	bạn có đơn nghỉ đang chạy	máte probíhající přestávky
srv_pending_pauses	pending pauses	các ca tạm dừng đang chờ xử lý	čekající přestávky
srv_permission_denied	Permission denied	Từ chối quyền truy cập	Odmítnuto oprávnění
srv_permission_required	Permission required	Quyền truy cập cần thiết	Požadováno oprávnění
srv_pick_software	pick a software	hãy chọn phần mềm	vyberte software
srv_plan_deleted	Plan deleted	Kế hoạch đã bị xóa	Plán smazán
srv_plan_not_found	Plan not found	Không tìm thấy kế hoạch	Plán nenalezen
srv_please_sign_document	Please sign the document	Hãy ký đơn	Podepište dokument
srv_please_try_again	Please try again	Hãy thử lại	Zkuste to znovu
srv_provider_not_selected	provider is not selected	nhà phát hành không được chọn	provider is not selected
srv_reason_for_early_check_out_required	reason for early check out required	cần phải ghi lý do check out sớm	budete muset uvést důvod pro odhlášení
srv_reference_exists	Reference exists	Tham chiếu đã tồn tại	Reference existuje
srv_reference_not_found	Reference not found	Không tìm thấy tham chiếu	Reference nenalezena
srv_register_creation_failed	Workplace creation failed	Tạo nơi làm việc thất bại	Vytvoření pracoviště selhalo
srv_register_deleted	workplace deleted	nơi làm việc đã bị xóa	pracoviště smazáno
srv_register_deletion_failed	Failed to delete workplace	Xóa nơi làm việc thất bại	Smazání pracoviště selhalo
srv_register_failed	Register failed	Đăng ký không thành công	Registrace se nezdařila
srv_register_not_found	workplace not found	không tìm thấy nơi làm việc	pracoviště nenalezeno
srv_registers_not_found	Workplaces not found	Không tìm thấy nơi làm việc	Pracoviště nenalezeno
srv_registration_not_found	registration not found or expired	yêu cầu đăng ký không tìm thấy hoặc đã hết hạn	registrace nenalezena nebo vypršela
srv_retail_exists	Retail exists	Nhà bán lẻ đã tồn tại	Obchodník existuje
srv_retail_not_found	retail not found	không tìm thấy doanh nghiệp	podnik nenalezen
srv_retail_update_failed	Retail update failed	Cập nhập doanh nghiệp thất bại	aktualizace obchodu selhala
srv_return_to	Return to	Hãy quay lại	Vraťte se na
srv_scan_error	scan error	lỗi quét	chyba skenování
srv_scan_failed	scan failed	Lỗi quét	Chyba skenování
srv_server_error	chyba serveru	lỗi serveru	chyba serveru
srv_set_quantity	set quantity	hãy điền số lượng	zadejte množství
srv_shift_already_ended	Shift already ended	Đã kết thúc ca làm việc	Směna již skončila
srv_shift_not_found	Shift not found	không tìm thấy ca làm việc	nenalezena směna
srv_shift_not_started	Shift not started	Chưa bắt đầu ca làm việc	Směna ještě nezačala
srv_signature_save_failed	failed to save signatures	lỗi khi lưu chữ ký	chyba při ukládání podpisu
srv_signature_saved	signatures saved	đã lưu chữ ký	podpisy uloženy
srv_signed_out	Signed out	Đã đăng xuất	Odhlášeno
srv_some_break_is_pending	some break is pending	có đơn nghỉ đang chạy	nějaká přestávka je v běhu
srv_some_pause_is_pending	some pause is pending	có một số ca tạm dừng đang hoạt động	nějaké přerušení již probíhá
srv_something_wrong	Oops, something is wrong	Oops, trang bị lỗi	Oops, výskytla se chyba
srv_start_can_not_older_than_end	start cannot be after end date	bắt đầu không thể sau ngày kết thúc	zahájení nemůže být pozdější než datum ukončení
srv_start_day_can_not_after_end_day	Start day cannot be after end day	Ngày bắt đầu không thể sau ngày kết thúc	Den začátku nemůže být po dni ukončení
srv_store_deleted	Store deleted	Cửa hàng đã bị xóa	Obchod smazán
srv_store_exists	Store already exists	Cửa hàng đã tồn tại	Obchod již existuje
srv_street_length	Street must have at most 255 characters	Đường phải có tối đa 255 ký tự	Ulice může mít maximálně 255 znaků
srv_street_max_length	Street must have at most 255 characters	Đường phải có tối đa 255 ký tự	Ulice může mít maximálně 255 znaků
srv_terminal_created	Terminal created	Thiết bị thanh toán đã được tạo	Terminál vytvořen
srv_terminal_deleted	Terminal deleted	Thiết bị thanh toán đã bị xóa	Terminál smazán
srv_terminal_not_found	Terminal not found	Không tìm thấy thiết bị thanh toán	Terminál nenalezen
srv_terminal_updated	Terminal updated	Thiết bị thanh toán đã cập nhật	Terminál aktualizován
srv_tin_required	TIN is required	IČO là bắt buộc	IČO je povinné
srv_token_expired	Token expired	Mã thông báo đã hết hạn	Token vypršel
srv_token_verification_failed	token verification failed	xác thực mã không thành công	ověření tokenu selhalo
srv_transaction_created	Transaction created	Giao dịch đã được tạo	Transakce vytvořena
srv_transactions_checked	transactions checked	đã kiểm tra giao dịch	transakce zkontrolovány
srv_transactions_empty	transactions are empty	giao dịch trống	transakce jsou prázdné
srv_transactions_imported	transactions imported	đã nhập giao dịch	transakce nahrány
srv_translations_not_found	Translations not found	Dịch không tìm thấy	Překlady nenalezeny
srv_unauthorized	unauthorized	không được cấp phép	neoprávněno
srv_unexpected_error	Unexpected error	Lỗi không mong muốn	Nepředvídatelná chyba
srv_unknown_error	unknown error	lỗi không xác định	neznámá chyba
srv_unsupported_payment_terminal	Unsupported payment terminal	Thiết bị thanh toán không được hỗ trợ	Neexistující platební terminál
srv_updated	updated	đã được cập nhập	aktualizováno
srv_url_exists	URL exists	URL đã tồn tại	
srv_user_cannot_change_own_role	user cannot change own role	người dùng không thể đổi chức vụ của mình	uživatel nemůže změnit svou roli
srv_user_cannot_change_own_status	user cannot change own status	người dùng không thể đổi trạng thái của mình	uživatel nemůže změnit svůj status
srv_user_creation_failed	user creation failed	tạo người dùng thất bại	vytvoření uživatele selhalo
srv_user_exists	userexists	người dùng tồn tại	uživatel existuje
srv_user_has_subordinates	User has subordinates	Người dùng có cấp dưới	Uživatel má podřízené
srv_user_not_exists	user not exists	người dùng không tồn tại	uživatel neexistuje
srv_user_not_found	user not found	không tìm thấy người dùng	uživatel nenalezen
srv_user_update_failed	User update failed	Cập nhập người dùng thất bại	aktualizace uživatele selhala
srv_user_updated	user updated	người dùng được cập nhập	uživatel aktualizován
srv_username_exists	username exists	tên người dùng tồn tại	uživatelské jméno existuje
srv_username_length	Username must have 6 to 20 characters	Tên đăng nhập phải có 6 đến 20 ký tự	Uživatelské jméno musí mít 6 až 20 znaků
srv_username_max_length	Username must have at most 20 characters	Tên đăng nhập phải có tối đa 20 ký tự	Uživatelské jméno může mít maximálně 20 znaků
srv_username_min_length	Username must have at least 6 characters	Tên đăng nhập phải có ít nhất 6 ký tự	Uživatelské jméno musí mít alespoň 6 znaků
srv_username_no_whitespace	Username cannot have whitespace	Tên đăng nhập không được có dấu cách	Uživatelské jméno nesmí obsahovat mezery
srv_username_required	Username is required	Tên đăng nhập là bắt buộc	Uživatelské jméno je povinné
srv_username_requirements	Username must have 6 to 20 characters, only lowercase and no space	Tên đăng nhập phải có 6 đến 20 ký tự, chữ bé, không dấu cách và ký tự đặt biệt	Heslo musí obsahovat 6 až 20 znaků, malé písmeno, bez mezer a speciálních znaků
srv_validation_error	not allowed input	nguồn vào không hợp lệ	nesprávný vstup
srv_vin_max_length	VIN must have at most 20 characters	VIN có tối đa 20 ký tự	DIČ může mít maximálně 20 znaků
srv_word	Error	Lỗi	Chyba
srv_working_ats_updated	Working ats updated	Đã cập nhập nơi làm việc	Pracoviště aktualizováno
srv_workplace_closed	workplace closed	nơi làm việc đã đóng	pracovní místo uzavřeno
srv_workplace_closed_today	workplace closed today	chỗ làm việc đóng cửa hôm nay	pracoviště má zavřeno dnes
srv_wrong_email_format	wrong email format	sai e-mail format	nesprávný email formát
srv_you_not_working_today	you are not working today	bạn không làm việc hôm nay	dnes nepracujete